run_id,arm,protocol,phase,hidden_size,seed,checkpoint,state_capacity,service_case,slice_origin_instructions,simulation_instructions,observed_trace_origin_records,event,final,instructions,cycles,trace_origin_records,trace_records_read,NL,M,callback_loads,callback_load_misses,P,Ipf,Q,U,L,pf_filled,pf_useless,pf_dropped,l2_sets,l2_ways,line_bytes,capacity_lines,capacity_bytes,occupancy_lines,occupancy_peak,fills_load,fills_rfo,fills_prefetch,fills_writeback,replacements,invalidations,line_lifetimes,line_lifetime_cycles,useful_line_lifetimes,useful_line_lifetime_cycles,prefetch_useful_lifetimes,prefetch_fill_to_first_demand_cycles,pq_occupancy,mshr_occupancy,cohort_enqueued,cohort_timely,cohort_late,cohort_unused,cohort_redundant_cache,cohort_redundant_inflight,cohort_pending,cohort_resident_unused,measurement_unresolved_lifecycles,measurement_unresolved_lifecycles_peak,decoder_dropped_addresses,eligible_l2_callbacks,inference_dropped,inference_macs,inference_nonlinears,inference_service_cycles,nn_admitted,nn_completed,numerical_failures,output_dropped_addresses,peak_input_queue,peak_output_queue,peak_state_entries,state_evictions,input_queue,output_queue,inference_inflight,state_entries,weight_bytes,h,macs_per_cycle,weight_bandwidth_bytes_per_cycle,state_entry_bytes,state_bytes_peak,state_bytes_configured,inference_scratch_bytes,active_event_metadata_bytes,decoded_result_bytes_configured,decoded_result_bytes_peak,input_queue_bytes_configured,output_queue_bytes_configured,input_queue_bytes_peak,output_queue_bytes_peak,eligible_callbacks,l2_capacity_lines,pf_requested,input_drops,pf_useful,admitted_decisions,l2_load_miss,output_drops,pf_issued,decoder_limit_drops,l2_loads,pq_merged_duplicate_proxy,pf_late,completed_decisions,inference_scratch_traffic_bytes,nn_started,peak_decoded_addresses
cold_frozen_i1m_h16_s7_state0_mac0,frozen,cold,final,16,7,i1m,0,0,25000000,25000000,25000000,snapshot,False,800000.0,1981830.0,25000000,800255,12963,2903,12963,2903,15526,15526,0,4094,0,4163.0,18.0,0.0,512.0,8.0,64,4096,262144,4096.0,4096,2903,0,4163,0,2970,0,2970,3095819474,2952,3078366794,4094,8232560,0,0,15526,4094,0,18,9920,1443,0,51,51,55,0,12963,0,66553136,2012987,0,12963,12963,0.0,0,1,2,58,0.0,0,0,0,58,20880,16,0,0,160,9280,0,2176,56,512,32,896,768,56,48,12963.0,4096.0,15526.0,0.0,4094.0,12963.0,2903.0,0.0,15526.0,0.0,12963.0,0.0,0.0,12963.0,10328208,12963,2
cold_frozen_i1m_h16_s7_state0_mac0,frozen,cold,final,16,7,i1m,0,0,25000000,25000000,25000000,snapshot,False,900000.0,2221816.0,25000000,900253,14562,3219,14563,3220,17494,17494,0,4571,0,4641.0,23.0,0.0,512.0,8.0,64,4096,262144,4096.0,4096,3219,0,4641,0,3764,0,3764,3921344505,3741,3898414117,4571,9745529,0,1,17494,4571,0,23,11251,1602,0,47,47,55,0,14563,0,74811056,2264003,0,14563,14563,0.0,0,1,2,58,0.0,0,0,0,58,20880,16,0,0,160,9280,0,2176,56,512,32,896,768,56,48,14563.0,4096.0,17494.0,0.0,4571.0,14563.0,3219.0,0.0,17494.0,0.0,14562.0,0.0,0.0,14563.0,11604240,14563,2
cold_frozen_i1m_h16_s7_state0_mac0,frozen,cold,final,16,7,i1m,0,0,25000000,25000000,25000000,snapshot,False,1000000.0,2468073.0,25000000,1000255,16195,3550,16196,3551,19454,19454,0,5045,0,5122.0,31.0,0.0,512.0,8.0,64,4096,262144,4096.0,4096,3550,0,5122,0,4576,0,4576,4787252186,4545,4756452992,5045,10969578,0,1,19454,5045,0,31,12562,1770,0,46,46,55,0,16196,0,83198480,2517791,0,16196,16196,0.0,0,1,2,58,0.0,0,0,0,58,20880,16,0,0,160,9280,0,2176,56,512,32,896,768,56,48,16196.0,4096.0,19454.0,0.0,5045.0,16196.0,3550.0,0.0,19454.0,0.0,16195.0,0.0,0.0,16196.0,12905424,16196,2
cold_frozen_i1m_h16_s7_state0_mac0,frozen,cold,final,16,7,i1m,0,0,25000000,25000000,25000000,snapshot,False,1100000.0,2709710.0,25000000,1100255,17796,3867,17796,3867,21406,21406,0,5521,0,5601.0,38.0,0.0,512.0,8.0,64,4096,262144,4096.0,4096,3867,0,5601,0,5372,0,5372,5647599367,5334,5609500516,5521,11648759,0,0,21406,5521,0,38,13873,1932,0,42,42,55,0,17796,0,91442960,2768015,0,17796,17796,0.0,0,1,2,58,0.0,0,0,0,58,20880,16,0,0,160,9280,0,2176,56,512,32,896,768,56,48,17796.0,4096.0,21406.0,0.0,5521.0,17796.0,3867.0,0.0,21406.0,0.0,17796.0,0.0,0.0,17796.0,14181072,17796,2
cold_frozen_i1m_h16_s7_state0_mac0,frozen,cold,final,16,7,i1m,0,0,25000000,25000000,25000000,snapshot,False,1200000.0,2950920.0,25000000,1200250,19404,4191,19404,4191,23342,23342,0,5996,0,6082.0,44.0,0.0,512.0,8.0,64,4096,262144,4096.0,4096,4191,0,6082,0,6177,0,6177,6512348087,6133,6468020119,5996,12619642,0,0,23342,5996,0,44,15165,2095,0,42,42,55,0,19404,0,99707024,3018215,0,19404,19404,0.0,0,1,2,58,0.0,0,0,0,58,20880,16,0,0,160,9280,0,2176,56,512,32,896,768,56,48,19404.0,4096.0,23342.0,0.0,5996.0,19404.0,4191.0,0.0,23342.0,0.0,19404.0,0.0,0.0,19404.0,15462480,19404,2
cold_frozen_i1m_h16_s7_state0_mac0,frozen,cold,final,16,7,i1m,0,0,25000000,25000000,25000000,snapshot,False,1300000.0,3195497.0,25000000,1300255,21030,4521,21030,4521,25298,25298,0,6468,0,6563.0,49.0,0.0,512.0,8.0,64,4096,262144,4096.0,4096,4521,0,6563,0,6988,0,6988,7360998377,6939,7310953952,6468,13781601,0,1,25298,6468,0,49,16471,2263,1,46,47,55,0,21030,0,108062192,3271133,0,21030,21030,0.0,0,1,2,58,0.0,0,0,0,58,20880,16,0,0,160,9280,0,2176,56,512,32,896,768,56,48,21030.0,4096.0,25298.0,0.0,6468.0,21030.0,4521.0,0.0,25298.0,0.0,21030.0,0.0,0.0,21030.0,16758192,21030,2
cold_frozen_i1m_h16_s7_state0_mac0,frozen,cold,final,16,7,i1m,0,0,25000000,25000000,25000000,snapshot,False,1400000.0,3436731.0,25000000,1400252,22636,4845,22636,4845,27246,27246,0,6941,0,7043.0,54.0,0.0,512.0,8.0,64,4096,262144,4096.0,4096,4845,0,7043,0,7792,0,7792,8201661091,7738,8146536238,6941,15063075,0,0,27246,6941,0,54,17776,2427,0,48,48,55,0,22636,0,116328080,3521735,0,22636,22636,0.0,0,1,2,58,0.0,0,0,0,58,20880,16,0,0,160,9280,0,2176,56,512,32,896,768,56,48,22636.0,4096.0,27246.0,0.0,6941.0,22636.0,4845.0,0.0,27246.0,0.0,22636.0,0.0,0.0,22636.0,18038352,22636,2
cold_frozen_i1m_h16_s7_state0_mac0,frozen,cold,final,16,7,i1m,0,0,25000000,25000000,25000000,snapshot,False,1500000.0,3680790.0,25000000,1500253,24263,5170,24263,5170,29214,29214,0,7417,0,7524.0,57.0,0.0,512.0,8.0,64,4096,262144,4096.0,4096,5170,0,7524,0,8598,0,8598,9052631354,8541,8994728119,7417,16554996,0,0,29214,7417,0,57,19098,2592,0,50,50,55,0,24263,0,124697456,3775343,0,24263,24263,0.0,0,1,2,58,0.0,0,0,0,58,20880,16,0,0,160,9280,0,2176,56,512,32,896,768,56,48,24263.0,4096.0,29214.0,0.0,7417.0,24263.0,5170.0,0.0,29214.0,0.0,24263.0,0.0,0.0,24263.0,19335120,24263,2
cold_frozen_i1m_h16_s7_state0_mac0,frozen,cold,final,16,7,i1m,0,0,25000000,25000000,25000000,snapshot,False,1600000.0,3922504.0,25000000,1600254,25866,5484,25866,5484,31148,31148,0,7893,0,8002.0,64.0,0.0,512.0,8.0,64,4096,262144,4096.0,4096,5484,0,8002,0,9390,0,9390,9903814445,9326,9837685811,7893,17763505,0,0,31148,7893,0,64,20394,2752,0,45,45,55,0,25866,0,132939200,4024964,0,25866,25866,0.0,0,1,2,58,0.0,0,0,0,58,20880,16,0,0,160,9280,0,2176,56,512,32,896,768,56,48,25866.0,4096.0,31148.0,0.0,7893.0,25866.0,5484.0,0.0,31148.0,0.0,25866.0,0.0,0.0,25866.0,20612640,25866,2
cold_frozen_i1m_h16_s7_state0_mac0,frozen,cold,final,16,7,i1m,0,0,25000000,25000000,25000000,snapshot,False,1700000.0,4181617.0,25000000,1700254,27458,5855,27459,5856,33006,33006,0,8348,0,8468.0,73.0,0.0,512.0,8.0,64,4096,262144,4096.0,4096,5855,0,8468,0,10227,0,10227,10768150994,10154,10693349943,8348,18242078,2,1,33006,8348,0,73,21621,2915,2,47,49,55,0,27459,0,141075824,4269863,0,27459,27459,0.0,0,1,2,58,0.0,0,0,0,58,20880,16,0,0,160,9280,0,2176,56,512,32,896,768,56,48,27459.0,4096.0,33006.0,0.0,8348.0,27459.0,5855.0,0.0,33006.0,0.0,27458.0,0.0,0.0,27459.0,21880656,27459,2
cold_frozen_i1m_h16_s7_state0_mac0,frozen,cold,final,16,7,i1m,0,0,25000000,25000000,25000000,snapshot,False,1800000.0,4424462.0,25000000,1800253,29083,6185,29083,6185,34954,34954,0,8819,0,8950.0,82.0,0.0,512.0,8.0,64,4096,262144,4096.0,4096,6185,0,8950,0,11039,0,11039,11658942621,10957,11574406207,8819,18891455,0,0,34954,8819,0,82,22923,3081,0,49,49,55,0,29083,0,149416016,4522193,0,29083,29083,0.0,0,1,2,58,0.0,0,0,0,58,20880,16,0,0,160,9280,0,2176,56,512,32,896,768,56,48,29083.0,4096.0,34954.0,0.0,8819.0,29083.0,6185.0,0.0,34954.0,0.0,29083.0,0.0,0.0,29083.0,23174640,29083,2
cold_frozen_i1m_h16_s7_state0_mac0,frozen,cold,final,16,7,i1m,0,0,25000000,25000000,25000000,snapshot,False,1900000.0,4668776.0,25000000,1900252,30689,6513,30689,6513,36898,36898,0,9291,0,9430.0,87.0,0.0,512.0,8.0,64,4096,262144,4096.0,4096,6513,0,9430,0,11847,0,11847,12513208109,11760,12422807613,9291,19543131,0,0,36898,9291,0,87,24224,3244,0,52,52,59,0,30689,0,157678544,4772597,0,30689,30689,0.0,0,1,2,58,0.0,0,0,0,58,20880,16,0,0,160,9280,0,2176,56,512,32,896,768,56,48,30689.0,4096.0,36898.0,0.0,9291.0,30689.0,6513.0,0.0,36898.0,0.0,30689.0,0.0,0.0,30689.0,24454704,30689,2
cold_frozen_i1m_h16_s7_state0_mac0,frozen,cold,final,16,7,i1m,0,0,25000000,25000000,25000000,snapshot,False,2000000.0,4914964.0,25000000,2000254,32320,6850,32320,6850,38844,38844,0,9761,1,9911.0,90.0,0.0,512.0,8.0,64,4096,262144,4096.0,4096,6850,0,9911,0,12665,0,12665,13373738735,12575,13280210363,9761,20543921,0,0,38844,9761,1,90,25518,3414,0,60,60,64,0,32320,0,166045952,5025500,0,32320,32320,0.0,0,1,2,58,0.0,0,0,0,58,20880,16,0,0,160,9280,0,2176,56,512,32,896,768,56,48,32320.0,4096.0,38844.0,0.0,9761.0,32320.0,6850.0,0.0,38844.0,0.0,32320.0,0.0,1.0,32320.0,25754016,32320,2
cold_frozen_i1m_h16_s7_state0_mac0,frozen,cold,final,16,7,i1m,0,0,25000000,25000000,25000000,snapshot,False,2100000.0,5156588.0,25000000,2100252,33923,7165,33923,7165,40772,40772,0,10238,1,10388.0,102.0,0.0,512.0,8.0,64,4096,262144,4096.0,4096,7165,0,10388,0,13457,0,13457,14249258755,13355,14143216322,10238,21246937,0,0,40772,10238,1,102,26811,3572,0,48,48,64,0,33923,0,174282656,5274824,0,33923,33923,0.0,0,1,2,58,0.0,0,0,0,58,20880,16,0,0,160,9280,0,2176,56,512,32,896,768,56,48,33923.0,4096.0,40772.0,0.0,10238.0,33923.0,7165.0,0.0,40772.0,0.0,33923.0,0.0,1.0,33923.0,27031392,33923,2
cold_frozen_i1m_h16_s7_state0_mac0,frozen,cold,final,16,7,i1m,0,0,25000000,25000000,25000000,snapshot,False,2200000.0,5401585.0,25000000,2200255,35549,7495,35549,7495,42718,42718,0,10709,1,10865.0,111.0,0.0,512.0,8.0,64,4096,262144,4096.0,4096,7495,0,10865,0,14264,0,14264,15111194695,14153,14995603239,10709,21921901,0,0,42718,10709,1,111,28114,3738,0,45,45,64,0,35549,0,182629424,5527247,0,35549,35549,0.0,0,1,2,58,0.0,0,0,0,58,20880,16,0,0,160,9280,0,2176,56,512,32,896,768,56,48,35549.0,4096.0,42718.0,0.0,10709.0,35549.0,7495.0,0.0,42718.0,0.0,35549.0,0.0,1.0,35549.0,28326864,35549,2
cold_frozen_i1m_h16_s7_state0_mac0,frozen,cold,final,16,7,i1m,0,0,25000000,25000000,25000000,snapshot,False,2300000.0,5644330.0,25000000,2300255,37155,7819,37155,7819,44658,44658,0,11183,1,11341.0,121.0,0.0,512.0,8.0,64,4096,262144,4096.0,4096,7819,0,11341,0,15064,0,15064,15942536964,14943,15816592946,11183,22774915,0,0,44658,11183,1,121,29418,3898,0,37,37,64,0,37155,0,190888592,5777453,0,37155,37155,0.0,0,1,2,58,0.0,0,0,0,58,20880,16,0,0,160,9280,0,2176,56,512,32,896,768,56,48,37155.0,4096.0,44658.0,0.0,11183.0,37155.0,7819.0,0.0,44658.0,0.0,37155.0,0.0,1.0,37155.0,29606832,37155,2
cold_frozen_i1m_h16_s7_state0_mac0,frozen,cold,final,16,7,i1m,0,0,25000000,25000000,25000000,snapshot,False,2400000.0,5890430.0,25000000,2400254,38780,8155,38780,8155,46606,46606,0,11652,1,11820.0,129.0,0.0,512.0,8.0,64,4096,262144,4096.0,4096,8155,0,11820,0,15879,0,15879,16828008942,15750,16693357246,11652,23254424,0,0,46606,11652,1,129,30722,4063,0,39,39,64,0,38780,0,199232912,6029879,0,38780,38780,0.0,0,1,2,58,0.0,0,0,0,58,20880,16,0,0,160,9280,0,2176,56,512,32,896,768,56,48,38780.0,4096.0,46606.0,0.0,11652.0,38780.0,8155.0,0.0,46606.0,0.0,38780.0,0.0,1.0,38780.0,30901584,38780,2
cold_frozen_i1m_h16_s7_state0_mac0,frozen,cold,final,16,7,i1m,0,0,25000000,25000000,25000000,snapshot,False,2500000.0,6133244.0,25000000,2500255,40389,8484,40389,8484,48536,48536,0,12119,1,12293.0,132.0,0.0,512.0,8.0,64,4096,262144,4096.0,4096,8484,0,12293,0,16681,0,16681,17651825846,16549,17513788471,12119,25054492,0,0,48536,12119,1,132,32013,4229,0,42,42,64,0,40389,0,207496064,6279878,0,40389,40389,0.0,0,1,2,58,0.0,0,0,0,58,20880,16,0,0,160,9280,0,2176,56,512,32,896,768,56,48,40389.0,4096.0,48536.0,0.0,12119.0,40389.0,8484.0,0.0,48536.0,0.0,40389.0,0.0,1.0,40389.0,32183616,40389,2
cold_frozen_i1m_h16_s7_state0_mac0,frozen,cold,final,16,7,i1m,0,0,25000000,25000000,25000000,snapshot,False,2600000.0,6380018.0,25000000,2600254,41990,8823,41990,8823,50446,50446,0,12587,1,12771.0,136.0,0.0,512.0,8.0,64,4096,262144,4096.0,4096,8823,0,12771,0,17498,0,17498,18526028384,17362,18384070398,12587,25580679,0,0,50446,12587,1,136,33280,4394,0,48,48,64,0,41990,0,215709392,6528119,0,41990,41990,0.0,0,1,2,58,0.0,0,0,0,58,20880,16,0,0,160,9280,0,2176,56,512,32,896,768,56,48,41990.0,4096.0,50446.0,0.0,12587.0,41990.0,8823.0,0.0,50446.0,0.0,41990.0,0.0,1.0,41990.0,33459024,41990,2
cold_frozen_i1m_h16_s7_state0_mac0,frozen,cold,final,16,7,i1m,0,0,25000000,25000000,25000000,snapshot,False,2700000.0,6627081.0,25000000,2700252,43622,9166,43622,9166,52416,52416,0,13057,1,13262.0,141.0,0.0,512.0,8.0,64,4096,262144,4096.0,4096,9166,0,13262,0,18332,0,18332,19385524860,18191,19238655278,13057,26704584,0,0,52416,13057,1,141,34585,4568,0,64,64,67,0,43622,0,224101088,6782306,0,43622,43622,0.0,0,1,2,58,0.0,0,0,0,58,20880,16,0,0,160,9280,0,2176,56,512,32,896,768,56,48,43622.0,4096.0,52416.0,0.0,13057.0,43622.0,9166.0,0.0,52416.0,0.0,43622.0,0.0,1.0,43622.0,34759680,43622,2
cold_frozen_i1m_h16_s7_state0_mac0,frozen,cold,final,16,7,i1m,0,0,25000000,25000000,25000000,snapshot,False,2800000.0,6871862.0,25000000,2800255,45225,9490,45225,9490,54364,54364,0,13532,1,13743.0,149.0,0.0,512.0,8.0,64,4096,262144,4096.0,4096,9490,0,13743,0,19137,0,19137,20247155504,18988,20093503759,13532,27367173,0,0,54364,13532,1,149,35885,4735,0,62,62,68,0,45225,0,232354592,7032620,0,45225,45225,0.0,0,1,2,58,0.0,0,0,0,58,20880,16,0,0,160,9280,0,2176,56,512,32,896,768,56,48,45225.0,4096.0,54364.0,0.0,13532.0,45225.0,9490.0,0.0,54364.0,0.0,45225.0,0.0,1.0,45225.0,36037536,45225,2
cold_frozen_i1m_h16_s7_state0_mac0,frozen,cold,final,16,7,i1m,0,0,25000000,25000000,25000000,snapshot,False,2900000.0,7114232.0,25000000,2900253,46848,9810,46848,9810,56314,56314,0,14004,1,14219.0,157.0,0.0,512.0,8.0,64,4096,262144,4096.0,4096,9810,0,14219,0,19933,0,19933,21111057946,19776,20949585522,14004,28696142,0,0,56314,14004,1,157,37198,4896,0,58,58,68,0,46848,0,240692336,7284953,0,46848,46848,0.0,0,1,2,58,0.0,0,0,0,58,20880,16,0,0,160,9280,0,2176,56,512,32,896,768,56,48,46848.0,4096.0,56314.0,0.0,14004.0,46848.0,9810.0,0.0,56314.0,0.0,46848.0,0.0,1.0,46848.0,37330800,46848,2
cold_frozen_i1m_h16_s7_state0_mac0,frozen,cold,final,16,7,i1m,0,0,25000000,25000000,25000000,snapshot,False,3000000.0,7358362.0,25000000,3000252,48453,10137,48453,10137,58252,58252,0,14475,1,14697.0,170.0,0.0,512.0,8.0,64,4096,262144,4096.0,4096,10137,0,14697,0,20738,0,20738,21964389382,20568,21789892213,14475,30267846,0,0,58252,14475,1,170,38489,5065,0,52,52,68,0,48453,0,248945696,7534964,0,48453,48453,0.0,0,1,2,58,0.0,0,0,0,58,20880,16,0,0,160,9280,0,2176,56,512,32,896,768,56,48,48453.0,4096.0,58252.0,0.0,14475.0,48453.0,10137.0,0.0,58252.0,0.0,48453.0,0.0,1.0,48453.0,38609952,48453,2
cold_frozen_i1m_h16_s7_state0_mac0,frozen,cold,final,16,7,i1m,0,0,25000000,25000000,25000000,snapshot,False,3100000.0,7602277.0,25000000,3100255,50074,10457,50074,10457,60194,60194,0,14954,1,15176.0,179.0,0.0,512.0,8.0,64,4096,262144,4096.0,4096,10457,0,15176,0,21537,0,21537,22830815531,21358,22647995775,14954,33828501,0,0,60194,14954,1,179,39791,5226,0,43,43,68,0,50074,0,257268464,7786709,0,50074,50074,0.0,0,1,2,58,0.0,0,0,0,58,20880,16,0,0,160,9280,0,2176,56,512,32,896,768,56,48,50074.0,4096.0,60194.0,0.0,14954.0,50074.0,10457.0,0.0,60194.0,0.0,50074.0,0.0,1.0,50074.0,39901488,50074,2
